support,itemsets
0.222,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'cast_in_row_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.335,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'cast_in_row_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.335,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'cast_in_row_fca_bin_Medium'})"
0.335,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'cast_in_row_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.335,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'cast_in_row_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.335,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'cast_in_row_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.335,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'cast_in_row_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.1758,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.1758,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High'})"
0.1758,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low', 'steel_weight, tonn_fca_bin_High'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.1758,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.1758,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1758,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1758,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low'})"
0.1758,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.1758,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low'})"
0.1758,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.4498,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'steel_weight, tonn_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'grab1_num_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'grab1_num_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'grab2_num_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'grab2_num_fca_bin_Medium', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'resistance, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'grab2_num_fca_bin_Low', 'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_High', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'steel_weight, tonn_fca_bin_Low', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'grab1_num_fca_bin_Medium', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'steel_weight, tonn_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'grab2_num_fca_bin_Low', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'grab2_num_fca_bin_Medium', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'resistance, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'steel_weight, tonn_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'steel_weight, tonn_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'grab1_num_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'grab2_num_fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'grab2_num_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'resistance, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'grab1_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'grab2_num_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.18,"frozenset({'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1802,"frozenset({'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.2828,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.4498,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1674,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'grab1_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.168,"frozenset({'grab1_num_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1592,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1568,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
0.1966,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low', 'steel_weight_theoretical, tonn_fca_bin_Low'})"
