kmeans_cluster,dbscan_cluster,RUL,RUL_class
1,-1,8472907.0,Healthy
1,224,3275.0,Healthy
1,-1,3221.0,Healthy
1,-1,3124.0,Healthy
1,-1,3092.0,Healthy
1,-1,2973.0,Healthy
1,-1,8473111.0,Healthy
1,225,8473066.0,Healthy
1,-1,8472859.0,Healthy
1,-1,8472807.0,Healthy
1,-1,1386.0,Healthy
1,224,2089.0,Healthy
1,-1,2035.0,Healthy
1,-1,1938.0,Healthy
1,-1,1906.0,Healthy
1,-1,1787.0,Healthy
1,-1,1704.0,Healthy
1,-1,1537.0,Healthy
1,-1,3247.0,Healthy
1,224,3302.0,Healthy
1,-1,8470879.0,Healthy
1,-1,1443.0,Healthy
1,-1,0.0,Critical
1,-1,8472883.0,Healthy
1,-1,8473022.0,Healthy
1,-1,8473091.0,Healthy
1,-1,0.0,Critical
1,-1,8470879.0,Healthy
1,-1,8470933.0,Healthy
0,-1,2663.0,Healthy
1,224,8470987.0,Healthy
1,-1,8473022.0,Healthy
1,-1,8472759.0,Healthy
1,-1,8472783.0,Healthy
1,-1,8473091.0,Healthy
0,-1,4921.0,Healthy
1,-1,2723.0,Healthy
1,-1,5005.0,Healthy
1,-1,5971.0,Healthy
1,-1,5115.0,Healthy
0,-1,5911.0,Healthy
1,-1,2778.0,Healthy
1,-1,0.0,Critical
1,-1,2808.0,Healthy
1,-1,2834.0,Healthy
1,-1,3165.0,Healthy
1,-1,3193.0,Healthy
1,-1,8470959.0,Healthy
1,-1,6110.0,Healthy
1,-1,5998.0,Healthy
1,225,5274.0,Healthy
1,-1,5571.0,Healthy
1,-1,5599.0,Healthy
1,-1,8472907.0,Healthy
1,-1,0.0,Critical
1,-1,6138.0,Healthy
1,-1,6221.0,Healthy
1,-1,8473046.0,Healthy
1,-1,6372.0,Healthy
0,-1,8472831.0,Healthy
1,-1,6305.0,Healthy
1,-1,6495.0,Healthy
1,224,6523.0,Healthy
1,-1,6469.0,Healthy
1,224,6550.0,Healthy
1,-1,6340.0,Healthy
1,-1,5488.0,Healthy
1,-1,5306.0,Healthy
1,-1,5172.0,Healthy
1,224,5543.0,Healthy
1,-1,6167.0,Healthy
1,226,2343.0,Healthy
1,227,2137.0,Healthy
1,-1,1017.0,Healthy
1,228,2110.0,Healthy
1,-1,8783.0,Healthy
0,-1,8755.0,Healthy
0,-1,1883.0,Healthy
1,-1,1914.0,Healthy
1,-1,1941.0,Healthy
1,-1,2255.0,Healthy
1,-1,2228.0,Healthy
1,-1,2198.0,Healthy
0,-1,9210.0,Healthy
1,-1,9156.0,Healthy
1,-1,531.0,Medium
1,228,2083.0,Healthy
1,229,477.0,Medium
1,227,30.0,Critical
1,-1,1048.0,Healthy
1,-1,1075.0,Healthy
1,-1,10073.0,Healthy
1,-1,0.0,Critical
1,-1,10046.0,Healthy
1,227,2053.0,Healthy
1,-1,9129.0,Healthy
1,-1,1747.0,Healthy
1,1,9183.0,Healthy
1,-1,2370.0,Healthy
0,-1,10018.0,Healthy
1,229,4752.0,Healthy
1,229,477.0,Medium
1,229,504.0,Medium
1,-1,8472423.0,Healthy
1,-1,8472305.0,Healthy
0,-1,8472154.0,Healthy
1,-1,8472100.0,Healthy
1,229,2427.0,Healthy
1,229,5675.0,Healthy
1,229,5648.0,Healthy
1,-1,8472707.0,Healthy
1,229,8472659.0,Healthy
1,227,8472281.0,Healthy
1,-1,8472260.0,Healthy
1,1,8472127.0,Healthy
1,-1,8472073.0,Healthy
1,229,2400.0,Healthy
1,-1,1775.0,Healthy
1,-1,8472514.0,Healthy
1,226,8472538.0,Healthy
1,229,8472686.0,Healthy
1,-1,8472735.0,Healthy
1,226,338.0,Low
1,-1,311.0,Low
1,-1,196.0,Low
1,-1,57.0,Critical
0,-1,9210.0,Healthy
1,-1,9156.0,Healthy
1,-1,531.0,Medium
1,-1,562.0,Medium
1,-1,9882.0,Healthy
1,-1,0.0,Critical
1,1,9183.0,Healthy
1,-1,9129.0,Healthy
1,-1,8810.0,Healthy
1,-1,9118.0,Healthy
1,-1,9091.0,Healthy
1,-1,9061.0,Healthy
1,227,30.0,Critical
1,227,872.0,Healthy
1,-1,1193.0,Healthy
1,228,930.0,Healthy
1,-1,9101.0,Healthy
1,-1,226.0,Low
1,-1,4779.0,Healthy
1,229,4724.0,Healthy
1,227,4274.0,Healthy
1,-1,256.0,Low
1,-1,4244.0,Healthy
1,1,4108.0,Healthy
1,227,84.0,Critical
1,-1,4054.0,Healthy
1,-1,8472444.0,Healthy
1,-1,8472493.0,Healthy
1,-1,8472236.0,Healthy
1,-1,8472209.0,Healthy
0,-1,8472181.0,Healthy
1,-1,281.0,Low
1,-1,9292.0,Healthy
1,-1,9265.0,Healthy
1,-1,8647.0,Healthy
1,228,111.0,Critical
1,228,139.0,Critical
1,227,166.0,Low
1,226,4582.0,Healthy
1,-1,4555.0,Healthy
1,-1,4443.0,Healthy
1,-1,4301.0,Healthy
0,-1,4138.0,Healthy
1,-1,4081.0,Healthy
1,229,447.0,Medium
1,229,420.0,Medium
1,-1,392.0,Low
1,226,365.0,Low
1,229,8472635.0,Healthy
1,229,8472611.0,Healthy
1,-1,8472589.0,Healthy
1,226,8472562.0,Healthy
1,227,8472399.0,Healthy
1,228,8472378.0,Healthy
1,228,8472353.0,Healthy
1,227,8472329.0,Healthy
1,-1,8472045.0,Healthy
0,-1,9237.0,Healthy
1,-1,562.0,Medium
1,229,504.0,Medium
1,226,338.0,Low
1,-1,226.0,Low
1,-1,256.0,Low
1,-1,281.0,Low
1,227,8922.0,Healthy
1,228,8949.0,Healthy
1,228,8976.0,Healthy
1,227,9003.0,Healthy
1,226,9199.0,Healthy
1,-1,9227.0,Healthy
1,-1,9292.0,Healthy
1,-1,9265.0,Healthy
0,-1,9237.0,Healthy
1,229,1247.0,Healthy
1,229,1220.0,Healthy
1,-1,4809.0,Healthy
1,226,1162.0,Healthy
1,227,960.0,Healthy
1,-1,5189.0,Healthy
1,229,9284.0,Healthy
1,-1,8619.0,Healthy
1,228,903.0,Healthy
1,-1,9101.0,Healthy
1,-1,9396.0,Healthy
1,-1,311.0,Low
1,-1,196.0,Low
1,-1,57.0,Critical
1,1,1829.0,Healthy
1,1,8701.0,Healthy
1,-1,8837.0,Healthy
1,227,8864.0,Healthy
1,229,9311.0,Healthy
1,-1,9366.0,Healthy
1,-1,8674.0,Healthy
1,-1,1965.0,Healthy
1,227,1995.0,Healthy
1,229,2457.0,Healthy
0,-1,8728.0,Healthy
1,-1,8894.0,Healthy
1,-1,9033.0,Healthy
1,-1,9145.0,Healthy
1,226,9172.0,Healthy
1,229,9338.0,Healthy
1,227,84.0,Critical
1,-1,8472471.0,Healthy
1,-1,5503.0,Healthy
1,229,9257.0,Healthy
0,-1,9991.0,Healthy
1,-1,9937.0,Healthy
0,-1,5104.0,Healthy
1,-1,5050.0,Healthy
1,-1,1329.0,Healthy
1,229,1274.0,Healthy
1,227,815.0,Healthy
1,-1,788.0,Medium
1,1,9964.0,Healthy
1,-1,9910.0,Healthy
1,-1,5763.0,Healthy
1,229,5705.0,Healthy
1,227,5243.0,Healthy
1,-1,5213.0,Healthy
1,229,4667.0,Healthy
1,-1,845.0,Healthy
1,-1,987.0,Healthy
1,-1,4471.0,Healthy
1,-1,4501.0,Healthy
1,-1,5415.0,Healthy
1,-1,5270.0,Healthy
1,229,1301.0,Healthy
1,226,1135.0,Healthy
1,-1,1105.0,Healthy
1,229,447.0,Medium
1,229,420.0,Medium
1,229,4694.0,Healthy
1,-1,392.0,Low
1,227,166.0,Low
1,228,139.0,Critical
1,228,111.0,Critical
0,-1,4165.0,Healthy
1,-1,4193.0,Healthy
1,-1,4220.0,Healthy
1,-1,4528.0,Healthy
1,226,365.0,Low
1,-1,5533.0,Healthy
1,1,5077.0,Healthy
1,-1,4640.0,Healthy
1,-1,571.0,Medium
0,-1,9230.0,Healthy
1,-1,9258.0,Healthy
1,-1,9285.0,Healthy
1,-1,287.0,Low
1,-1,260.0,Low
1,-1,229.0,Low
1,-1,9094.0,Healthy
1,227,84.0,Critical
1,228,115.0,Critical
1,228,142.0,Critical
1,227,172.0,Low
1,226,374.0,Low
1,-1,405.0,Medium
1,229,432.0,Medium
1,229,513.0,Medium
1,226,347.0,Low
1,-1,317.0,Low
1,-1,199.0,Low
1,226,4613.0,Healthy
1,227,4413.0,Healthy
1,228,4386.0,Healthy
1,228,4359.0,Healthy
1,227,4329.0,Healthy
1,-1,4026.0,Healthy
1,229,459.0,Medium
1,-1,5023.0,Healthy
1,-1,9122.0,Healthy
1,-1,0.0,Critical
1,227,27.0,Critical
1,229,486.0,Medium
1,-1,541.0,Medium
1,-1,9149.0,Healthy
0,-1,9203.0,Healthy
1,-1,57.0,Critical
1,1,9176.0,Healthy
1,226,5560.0,Healthy
1,-1,1359.0,Healthy
1,-1,4995.0,Healthy
1,-1,2545.0,Healthy
1,-1,2285.0,Healthy
1,-1,2167.0,Healthy
1,227,5301.0,Healthy
1,228,5331.0,Healthy
1,228,5358.0,Healthy
1,227,5385.0,Healthy
1,226,5591.0,Healthy
1,-1,5618.0,Healthy
1,229,2485.0,Healthy
1,229,5733.0,Healthy
1,-1,5793.0,Healthy
1,-1,5446.0,Healthy
1,-1,2022.0,Healthy
0,-1,5131.0,Healthy
1,-1,2515.0,Healthy
1,-1,1802.0,Healthy
0,-1,1856.0,Healthy
1,226,2312.0,Healthy
1,-1,5476.0,Healthy
1,-1,5162.0,Healthy
2,230,7573.0,Healthy
2,231,5486.0,Healthy
2,230,7594.0,Healthy
2,230,7550.0,Healthy
2,232,7344.0,Healthy
2,46,7413.0,Healthy
2,230,5805.0,Healthy
2,233,5826.0,Healthy
2,234,5847.0,Healthy
2,0,7367.0,Healthy
2,232,7321.0,Healthy
2,235,7766.0,Healthy
2,230,7529.0,Healthy
2,0,7390.0,Healthy
2,236,8468939.0,Healthy
2,237,5648.0,Healthy
2,230,4244.0,Healthy
2,0,4047.0,Healthy
2,232,3990.0,Healthy
2,232,5509.0,Healthy
2,235,5954.0,Healthy
2,237,268522.0,Healthy
2,238,0.0,Critical
2,239,0.0,Critical
2,236,7794.0,Healthy
2,240,0.0,Critical
2,48,5927.0,Healthy
2,241,0.0,Critical
2,242,5904.0,Healthy
2,243,5898.0,Healthy
2,48,7739.0,Healthy
2,230,5694.0,Healthy
2,237,5671.0,Healthy
2,244,5870.0,Healthy
2,242,7716.0,Healthy
2,240,7715.0,Healthy
2,230,7506.0,Healthy
2,234,7659.0,Healthy
2,233,7638.0,Healthy
2,230,7617.0,Healthy
2,231,7298.0,Healthy
2,245,7273.0,Healthy
2,246,7437.0,Healthy
2,231,268331.0,Healthy
2,245,268304.0,Healthy
2,244,7682.0,Healthy
2,246,268495.0,Healthy
2,243,7749.0,Healthy
2,230,7377.0,Healthy
2,237,7350.0,Healthy
2,237,7320.0,Healthy
2,244,7595.0,Healthy
2,234,7566.0,Healthy
2,230,8468484.0,Healthy
2,46,4076.0,Healthy
2,242,7778.0,Healthy
2,230,268721.0,Healthy
2,233,268751.0,Healthy
2,48,7801.0,Healthy
2,237,7483.0,Healthy
2,237,7460.0,Healthy
2,238,7686.0,Healthy
2,239,7625.0,Healthy
2,236,7856.0,Healthy
2,230,4303.0,Healthy
2,241,7656.0,Healthy
2,230,7459.0,Healthy
2,230,7404.0,Healthy
2,230,7486.0,Healthy
2,230,7432.0,Healthy
2,0,7236.0,Healthy
2,232,7182.0,Healthy
2,46,7266.0,Healthy
2,0,7209.0,Healthy
2,232,7156.0,Healthy
2,235,7828.0,Healthy
2,244,268808.0,Healthy
2,234,268776.0,Healthy
2,243,7710.0,Healthy
2,230,4215.0,Healthy
2,0,5578.0,Healthy
2,0,5555.0,Healthy
2,233,3038.0,Healthy
2,230,3017.0,Healthy
2,231,2698.0,Healthy
2,245,2673.0,Healthy
2,246,2837.0,Healthy
2,241,8468736.0,Healthy
2,230,8468528.0,Healthy
2,230,8468473.0,Healthy
2,230,8468557.0,Healthy
2,234,3059.0,Healthy
2,230,8468500.0,Healthy
2,232,8468250.0,Healthy
2,46,8468332.0,Healthy
2,0,8468278.0,Healthy
2,232,8468223.0,Healthy
2,236,269074.0,Healthy
2,239,268839.0,Healthy
2,235,8468912.0,Healthy
2,48,8468885.0,Healthy
2,242,8468862.0,Healthy
2,0,8468305.0,Healthy
2,243,8468832.0,Healthy
2,244,3082.0,Healthy
2,237,2883.0,Healthy
2,240,8468801.0,Healthy
2,238,0.0,Critical
2,239,0.0,Critical
2,236,3194.0,Healthy
2,240,0.0,Critical
2,241,0.0,Critical
2,230,2973.0,Healthy
2,230,2929.0,Healthy
2,230,2994.0,Healthy
2,237,2860.0,Healthy
2,230,2950.0,Healthy
2,232,2744.0,Healthy
2,46,2813.0,Healthy
2,0,2767.0,Healthy
2,232,2721.0,Healthy
2,235,3166.0,Healthy
2,48,3139.0,Healthy
2,242,3116.0,Healthy
2,243,3110.0,Healthy
2,230,2906.0,Healthy
2,0,2790.0,Healthy
2,230,4274.0,Healthy
2,230,8468444.0,Healthy
2,237,8468387.0,Healthy
2,243,268967.0,Healthy
2,230,268579.0,Healthy
2,237,268551.0,Healthy
2,238,4521.0,Healthy
2,239,4454.0,Healthy
2,236,4683.0,Healthy
2,240,4553.0,Healthy
2,241,4486.0,Healthy
2,238,0.0,Critical
2,242,268997.0,Healthy
2,239,0.0,Critical
2,240,0.0,Critical
2,241,0.0,Critical
2,230,5761.0,Healthy
2,230,5717.0,Healthy
2,230,5782.0,Healthy
2,230,5738.0,Healthy
2,239,8468704.0,Healthy
2,232,5532.0,Healthy
2,46,5601.0,Healthy
2,236,5982.0,Healthy
2,237,8468416.0,Healthy
2,48,269020.0,Healthy
2,232,268358.0,Healthy
2,244,8468673.0,Healthy
2,234,8468641.0,Healthy
2,233,8468616.0,Healthy
2,230,8468586.0,Healthy
2,231,8468196.0,Healthy
2,238,268902.0,Healthy
2,238,8468767.0,Healthy
2,240,268936.0,Healthy
2,241,268871.0,Healthy
2,235,269047.0,Healthy
2,230,268663.0,Healthy
2,230,268608.0,Healthy
2,245,8468169.0,Healthy
2,246,8468360.0,Healthy
2,230,268692.0,Healthy
2,230,268635.0,Healthy
2,0,268440.0,Healthy
2,232,268385.0,Healthy
2,46,268467.0,Healthy
2,0,268413.0,Healthy
2,0,4017.0,Healthy
2,232,3963.0,Healthy
2,230,8468538.0,Healthy
2,233,7541.0,Healthy
2,234,5671.0,Healthy
2,244,5703.0,Healthy
2,237,5413.0,Healthy
2,237,5440.0,Healthy
2,230,5469.0,Healthy
2,243,5866.0,Healthy
2,242,5885.0,Healthy
2,48,5908.0,Healthy
2,235,5938.0,Healthy
2,232,5245.0,Healthy
2,0,5299.0,Healthy
2,46,5358.0,Healthy
2,246,3867.0,Healthy
2,245,3667.0,Healthy
2,231,3695.0,Healthy
2,230,4100.0,Healthy
2,232,5272.0,Healthy
2,0,5329.0,Healthy
2,230,5526.0,Healthy
2,230,5585.0,Healthy
2,230,5497.0,Healthy
2,230,5556.0,Healthy
2,241,5768.0,Healthy
2,233,5644.0,Healthy
2,230,5614.0,Healthy
2,231,5217.0,Healthy
2,245,5190.0,Healthy
2,232,4080.0,Healthy
2,0,4133.0,Healthy
2,230,4328.0,Healthy
2,230,4385.0,Healthy
2,230,4301.0,Healthy
2,230,4355.0,Healthy
2,241,4555.0,Healthy
2,240,4616.0,Healthy
2,236,4754.0,Healthy
2,239,4523.0,Healthy
2,238,4584.0,Healthy
2,240,5835.0,Healthy
2,238,5917.0,Healthy
2,235,4656.0,Healthy
2,236,6087.0,Healthy
2,240,5948.0,Healthy
2,241,5883.0,Healthy
2,230,5673.0,Healthy
2,230,5614.0,Healthy
2,230,5702.0,Healthy
2,230,5644.0,Healthy
2,0,5440.0,Healthy
2,232,5383.0,Healthy
2,246,5385.0,Healthy
2,239,5852.0,Healthy
2,246,5519.0,Healthy
2,236,5965.0,Healthy
2,238,5803.0,Healthy
2,48,8468883.0,Healthy
2,246,4103.0,Healthy
2,245,3908.0,Healthy
2,231,3935.0,Healthy
2,230,4332.0,Healthy
2,233,4362.0,Healthy
2,234,4389.0,Healthy
2,244,4421.0,Healthy
2,237,4131.0,Healthy
2,235,8468910.0,Healthy
2,232,8468236.0,Healthy
2,0,8468291.0,Healthy
2,238,8468767.0,Healthy
2,239,8468706.0,Healthy
2,236,8468937.0,Healthy
2,240,8468799.0,Healthy
2,241,8468738.0,Healthy
2,246,5499.0,Healthy
2,46,8468343.0,Healthy
2,232,8468263.0,Healthy
2,0,8468316.0,Healthy
2,230,8468511.0,Healthy
2,230,8468568.0,Healthy
2,242,8468862.0,Healthy
2,243,8468832.0,Healthy
2,230,8468456.0,Healthy
2,237,8468429.0,Healthy
2,46,5469.0,Healthy
2,0,5411.0,Healthy
2,232,5354.0,Healthy
2,235,6059.0,Healthy
2,48,6032.0,Healthy
2,242,6009.0,Healthy
2,243,5980.0,Healthy
2,246,8468372.0,Healthy
2,245,8468183.0,Healthy
2,231,8468211.0,Healthy
2,230,8468595.0,Healthy
2,239,5736.0,Healthy
2,233,8468622.0,Healthy
2,244,8468677.0,Healthy
2,237,8468400.0,Healthy
2,230,5585.0,Healthy
2,237,5555.0,Healthy
2,237,5526.0,Healthy
2,244,5820.0,Healthy
2,234,5789.0,Healthy
2,233,5761.0,Healthy
2,230,5732.0,Healthy
2,231,5327.0,Healthy
2,245,5299.0,Healthy
2,234,8468648.0,Healthy
2,245,5328.0,Healthy
2,245,5461.0,Healthy
2,230,5739.0,Healthy
2,234,4465.0,Healthy
2,244,4494.0,Healthy
2,241,4251.0,Healthy
2,240,4316.0,Healthy
2,236,4455.0,Healthy
2,237,4217.0,Healthy
2,237,4246.0,Healthy
2,230,4273.0,Healthy
2,230,4041.0,Healthy
2,243,4649.0,Healthy
2,48,4700.0,Healthy
2,235,4727.0,Healthy
2,232,4053.0,Healthy
2,0,4108.0,Healthy
2,46,4160.0,Healthy
2,237,3923.0,Healthy
2,238,5912.0,Healthy
2,239,5851.0,Healthy
2,242,4679.0,Healthy
2,231,5355.0,Healthy
2,233,4439.0,Healthy
2,230,4412.0,Healthy
2,237,3894.0,Healthy
2,243,4348.0,Healthy
2,242,4377.0,Healthy
2,48,4400.0,Healthy
2,235,4427.0,Healthy
2,232,3722.0,Healthy
2,0,3779.0,Healthy
2,244,4188.0,Healthy
2,234,4157.0,Healthy
2,233,4129.0,Healthy
2,46,3837.0,Healthy
2,232,3751.0,Healthy
2,0,3808.0,Healthy
2,230,4012.0,Healthy
2,230,4070.0,Healthy
2,230,3982.0,Healthy
2,246,4189.0,Healthy
2,245,4000.0,Healthy
2,231,4028.0,Healthy
2,236,6082.0,Healthy
2,240,5941.0,Healthy
2,230,3953.0,Healthy
2,230,4187.0,Healthy
2,48,4626.0,Healthy
2,242,4603.0,Healthy
2,241,5882.0,Healthy
2,246,7293.0,Healthy
2,245,7102.0,Healthy
2,231,7129.0,Healthy
2,230,7513.0,Healthy
2,0,5435.0,Healthy
2,232,5382.0,Healthy
2,235,6054.0,Healthy
2,243,4584.0,Healthy
2,232,5408.0,Healthy
2,0,5462.0,Healthy
2,237,4158.0,Healthy
2,246,5625.0,Healthy
2,46,5492.0,Healthy
2,239,4220.0,Healthy
2,233,5767.0,Healthy
2,234,5792.0,Healthy
2,230,5685.0,Healthy
2,238,4285.0,Healthy
2,230,5712.0,Healthy
2,237,5546.0,Healthy
2,244,5821.0,Healthy
2,230,5658.0,Healthy
2,230,5603.0,Healthy
2,243,5975.0,Healthy
2,242,6004.0,Healthy
2,48,6027.0,Healthy
2,237,5576.0,Healthy
2,230,5630.0,Healthy
1,247,2052.0,Healthy
1,247,2080.0,Healthy
0,36,8470540.0,Healthy
0,-1,8470567.0,Healthy
0,248,0.0,Critical
0,36,8470595.0,Healthy
0,-1,1893.0,Healthy
0,-1,8470675.0,Healthy
0,-1,2000.0,Healthy
0,-1,1865.0,Healthy
0,249,1838.0,Healthy
0,-1,1810.0,Healthy
0,249,1782.0,Healthy
0,-1,1758.0,Healthy
1,-1,6316.0,Healthy
1,-1,1917.0,Healthy
0,-1,1945.0,Healthy
0,-1,1973.0,Healthy
1,-1,6289.0,Healthy
0,-1,2028.0,Healthy
1,-1,6261.0,Healthy
1,-1,6208.0,Healthy
1,-1,6178.0,Healthy
0,250,6151.0,Healthy
0,-1,6126.0,Healthy
0,-1,6099.0,Healthy
0,-1,8470620.0,Healthy
0,250,6071.0,Healthy
0,-1,8470647.0,Healthy
0,-1,6043.0,Healthy
0,-1,6016.0,Healthy
1,-1,6234.0,Healthy
0,-1,1730.0,Healthy
1,-1,8470868.0,Healthy
0,250,8470730.0,Healthy
0,-1,7837.0,Healthy
0,-1,7864.0,Healthy
0,-1,7892.0,Healthy
0,-1,7919.0,Healthy
0,250,7947.0,Healthy
0,-1,7972.0,Healthy
0,-1,7999.0,Healthy
0,250,8024.0,Healthy
1,-1,8051.0,Healthy
1,-1,8079.0,Healthy
1,-1,8104.0,Healthy
1,-1,8159.0,Healthy
1,-1,8186.0,Healthy
0,-1,8214.0,Healthy
0,-1,8241.0,Healthy
0,249,8269.0,Healthy
0,-1,8296.0,Healthy
0,249,8324.0,Healthy
0,-1,8352.0,Healthy
0,-1,8379.0,Healthy
1,-1,8404.0,Healthy
0,-1,8431.0,Healthy
0,-1,8459.0,Healthy
0,-1,8487.0,Healthy
0,-1,8514.0,Healthy
1,247,8542.0,Healthy
1,247,8569.0,Healthy
0,36,7809.0,Healthy
0,-1,7781.0,Healthy
0,36,7751.0,Healthy
0,248,7711.0,Healthy
0,-1,8470758.0,Healthy
0,-1,8470785.0,Healthy
0,250,8470813.0,Healthy
1,-1,8470840.0,Healthy
0,-1,5988.0,Healthy
0,-1,5961.0,Healthy
0,36,5933.0,Healthy
0,-1,5902.0,Healthy
0,36,5872.0,Healthy
0,248,5832.0,Healthy
1,-1,8470896.0,Healthy
1,-1,8470920.0,Healthy
1,-1,8470948.0,Healthy
0,-1,8470702.0,Healthy
1,-1,8470972.0,Healthy
0,-1,8469779.0,Healthy
0,249,8469807.0,Healthy
0,-1,8469834.0,Healthy
0,249,8469862.0,Healthy
0,-1,8469890.0,Healthy
0,-1,8469917.0,Healthy
1,-1,8469945.0,Healthy
0,-1,8469972.0,Healthy
0,-1,8470000.0,Healthy
0,-1,8470028.0,Healthy
0,-1,8470058.0,Healthy
1,247,8470086.0,Healthy
1,247,8470113.0,Healthy
0,-1,8469755.0,Healthy
1,-1,8131.0,Healthy
0,-1,8905.0,Healthy
1,247,11438.0,Healthy
0,-1,6628.0,Healthy
1,247,6652.0,Healthy
1,247,6680.0,Healthy
1,247,11466.0,Healthy
0,-1,10643.0,Healthy
0,-1,11410.0,Healthy
0,-1,11383.0,Healthy
0,-1,11355.0,Healthy
0,-1,11328.0,Healthy
1,-1,11300.0,Healthy
0,-1,11272.0,Healthy
0,-1,11245.0,Healthy
0,249,11217.0,Healthy
0,-1,6600.0,Healthy
0,-1,11190.0,Healthy
0,-1,11134.0,Healthy
0,-1,11107.0,Healthy
0,248,8471515.0,Healthy
0,36,8471558.0,Healthy
0,-1,8471592.0,Healthy
0,36,8471623.0,Healthy
0,-1,8471651.0,Healthy
0,-1,8471678.0,Healthy
0,-1,8471706.0,Healthy
0,-1,8471733.0,Healthy
0,250,8471761.0,Healthy
0,-1,8471789.0,Healthy
0,-1,8471816.0,Healthy
0,249,11162.0,Healthy
0,250,8471844.0,Healthy
0,-1,6573.0,Healthy
1,247,6327.0,Healthy
0,250,10671.0,Healthy
0,-1,10699.0,Healthy
0,-1,10726.0,Healthy
0,250,10751.0,Healthy
1,-1,10778.0,Healthy
1,-1,10808.0,Healthy
1,-1,10834.0,Healthy
1,-1,10861.0,Healthy
1,-1,10889.0,Healthy
1,-1,10916.0,Healthy
0,-1,6330.0,Healthy
0,-1,6358.0,Healthy
0,249,6382.0,Healthy
0,248,0.0,Critical
0,-1,6410.0,Healthy
0,-1,6465.0,Healthy
0,-1,6493.0,Healthy
1,-1,6517.0,Healthy
0,-1,6545.0,Healthy
0,36,0.0,Critical
0,-1,10588.0,Healthy
0,-1,10561.0,Healthy
0,36,10533.0,Healthy
0,-1,10502.0,Healthy
0,36,10472.0,Healthy
0,248,10432.0,Healthy
0,-1,6272.0,Healthy
1,247,6300.0,Healthy
0,249,6438.0,Healthy
1,-1,8471871.0,Healthy
0,-1,10616.0,Healthy
1,-1,8471927.0,Healthy
0,-1,8972.0,Healthy
0,-1,9000.0,Healthy
0,-1,9024.0,Healthy
0,-1,9080.0,Healthy
0,-1,9107.0,Healthy
0,250,9135.0,Healthy
1,-1,9159.0,Healthy
1,-1,9187.0,Healthy
1,-1,9215.0,Healthy
1,-1,9239.0,Healthy
1,-1,9264.0,Healthy
1,-1,9291.0,Healthy
0,-1,5944.0,Healthy
0,-1,8945.0,Healthy
0,-1,5974.0,Healthy
0,-1,6033.0,Healthy
0,249,6063.0,Healthy
0,-1,6094.0,Healthy
0,-1,6122.0,Healthy
1,-1,6152.0,Healthy
0,-1,6183.0,Healthy
0,-1,6211.0,Healthy
1,-1,8471899.0,Healthy
0,-1,6241.0,Healthy
0,36,10696.0,Healthy
0,-1,10665.0,Healthy
0,36,10631.0,Healthy
0,248,10588.0,Healthy
0,249,6002.0,Healthy
0,36,8920.0,Healthy
0,250,9052.0,Healthy
0,-1,10751.0,Healthy
1,-1,8471951.0,Healthy
1,-1,8471979.0,Healthy
1,-1,8472006.0,Healthy
0,-1,8472031.0,Healthy
0,-1,8472058.0,Healthy
0,249,8472086.0,Healthy
0,-1,8472113.0,Healthy
0,249,8472141.0,Healthy
0,-1,8472169.0,Healthy
0,-1,10723.0,Healthy
1,-1,8472224.0,Healthy
0,-1,8472251.0,Healthy
0,-1,8472279.0,Healthy
0,-1,8472307.0,Healthy
0,-1,8472337.0,Healthy
0,-1,8472196.0,Healthy
1,247,8472396.0,Healthy
0,-1,10806.0,Healthy
0,-1,10779.0,Healthy
1,247,8472365.0,Healthy
0,-1,10861.0,Healthy
0,250,10920.0,Healthy
0,-1,10892.0,Healthy
1,-1,10975.0,Healthy
1,-1,11003.0,Healthy
1,-1,11027.0,Healthy
1,-1,11055.0,Healthy
1,-1,11082.0,Healthy
1,-1,10947.0,Healthy
0,250,10834.0,Healthy
0,251,10674.0,Healthy
0,251,10702.0,Healthy
0,251,10729.0,Healthy
0,251,10757.0,Healthy
0,-1,10864.0,Healthy
0,-1,10809.0,Healthy
0,-1,10837.0,Healthy
0,-1,10889.0,Healthy
0,-1,10916.0,Healthy
0,-1,10649.0,Healthy
0,-1,10781.0,Healthy
0,-1,10622.0,Healthy
0,-1,10462.0,Healthy
0,252,10570.0,Healthy
0,251,6102.0,Healthy
0,251,6074.0,Healthy
0,-1,6049.0,Healthy
0,-1,6022.0,Healthy
0,252,5994.0,Healthy
0,252,5970.0,Healthy
0,253,5942.0,Healthy
0,251,6129.0,Healthy
0,-1,5917.0,Healthy
0,-1,5862.0,Healthy
0,-1,5838.0,Healthy
0,-1,5810.0,Healthy
0,-1,5782.0,Healthy
0,-1,5758.0,Healthy
0,-1,5730.0,Healthy
0,-1,5703.0,Healthy
0,253,5890.0,Healthy
0,252,10594.0,Healthy
0,-1,10898.0,Healthy
0,-1,6209.0,Healthy
0,253,10542.0,Healthy
0,-1,9212.0,Healthy
0,-1,9185.0,Healthy
0,-1,9157.0,Healthy
0,-1,9130.0,Healthy
0,-1,9105.0,Healthy
0,-1,9078.0,Healthy
0,-1,6181.0,Healthy
0,-1,9050.0,Healthy
0,-1,10517.0,Healthy
0,253,10490.0,Healthy
0,-1,10438.0,Healthy
0,-1,6316.0,Healthy
0,-1,6289.0,Healthy
0,-1,6264.0,Healthy
0,-1,6237.0,Healthy
